Count;T2-T1;T3-T2;T4-T3;T4-T1
6643;-8769;497;9266;994
6653;-8746;506;9680;1440
6663;-8764;999;9223;1458
6673;-8638;1007;9175;1544
6683;-8639;494;9637;1492
6693;-8647;510;9582;1445
6703;-8623;501;9127;1005
6713;-8538;498;9074;1034
6723;-8564;498;9075;1009
6733;-8572;507;9049;984
6743;-8522;498;9472;1448
6753;-8449;499;8985;1035
6763;-8450;498;8952;1000
6773;-8433;507;8956;1030
6783;-8405;498;8913;1006
6793;-8409;497;8920;1008
6803;-8361;497;8891;1027
6813;-8308;508;8863;1063
6823;-8285;498;8822;1035
6833;-8265;502;8821;1058
6843;-8238;499;8804;1065
6853;-8280;507;8772;999
6863;-8237;1002;8766;1531
6873;-8178;503;8731;1056
6883;-8213;495;8718;1000
6893;-8190;507;8684;1001
6903;-8127;998;8648;1519
6913;-8135;501;8652;1018
6923;-8067;497;8636;1066
6933;-8105;506;9041;1442
6943;-8078;501;9026;1449
6953;-8007;502;8542;1037
6963;-8029;489;8544;1004
6973;-8003;510;8955;1462
6983;-7937;502;8502;1067
6993;-7923;503;8479;1059
7003;-7948;495;8459;1006
7013;-7884;505;8876;1497
7023;-7918;502;8860;1444
7033;-7900;503;8393;996
7043;-7872;497;8379;1004
7053;-7798;508;8793;1503
7063;-7800;500;8343;1043
7073;-7817;497;8758;1438
7083;-7804;497;8297;990
7093;-7716;511;8710;1505
7103;-7757;499;8263;1005
7113;-7742;498;8242;998
7123;-7678;996;8229;1547
7133;-7639;510;8634;1505
7143;-7687;503;8153;969
7153;-7651;500;8161;1010
7163;-7633;492;8111;970
7173;-7594;508;8556;1470
7183;-7601;500;8544;1443
7193;-7583;498;8091;1006
7203;-7568;494;8045;971
7213;-7486;512;8479;1505
7223;-7487;497;8006;1016
7233;-7511;499;8454;1442
7243;-7460;494;7967;1001
7253;-7480;510;8407;1437
7263;-7452;503;7954;1005
7273;-7440;499;7951;1010
7283;-7387;496;7891;1000
7293;-7377;510;7891;1024
7303;-7358;499;8327;1468
7313;-7338;1003;7866;1531
7323;-7316;496;7821;1001
7333;-7333;506;7832;1005
7343;-7284;999;7790;1505
7353;-7239;1006;7768;1535
7363;-7249;499;7754;1004
7373;-7237;508;8195;1466
7383;-7245;1002;7723;1480
7393;-7219;499;7729;1009
7403;-7193;498;7712;1017
7413;-7135;508;7688;1061
7423;-7182;1002;7678;1498
7433;-7166;503;7634;971
7443;-7115;497;7619;1001
7453;-7067;510;7617;1060
7463;-7102;1006;7605;1509
7473;-7095;502;7604;1011
7483;-7051;496;7580;1025
7493;-7003;509;7558;1064
7503;-7047;503;7546;1002
7513;-7015;502;7502;989
7523;-6983;496;7488;1001
7533;-6940;508;7489;1057
7543;-6976;502;7484;1010
7553;-6965;1004;7466;1505
7563;-6948;997;7464;1513
7573;-6937;509;7870;1442
7583;-6895;500;7861;1466
7593;-6849;1005;7402;1558
7603;-6886;997;7365;1476
7613;-6844;510;7808;1474
7623;-6862;501;7361;1000
7633;-6782;1002;7342;1562
7643;-6824;496;7327;999
7653;-6790;513;7741;1464
7663;-6772;502;7295;1025
7673;-6723;507;7252;1036
7683;-6701;497;7269;1065
7693;-6730;508;7248;1026
7703;-6737;1001;7241;1505
7713;-6696;1003;7218;1525
7723;-6680;497;7205;1022
7733;-6684;510;7184;1010
7743;-6664;500;7184;1020
7753;-6606;499;7140;1033
7763;-6644;498;7149;1003
7773;-6589;508;7134;1053
7783;-6558;500;7122;1064
7793;-6548;501;7109;1062
7803;-6528;496;7070;1038
7813;-6544;507;7072;1035
7823;-6500;501;7039;1040
7833;-6490;498;7053;1061
7843;-6476;497;7036;1057
7853;-6523;511;7015;1003
7863;-6444;501;6984;1041
7873;-6497;497;6995;995
7883;-6417;497;6993;1073
7893;-6470;512;6959;1001
7903;-6453;501;6931;979
7913;-6380;497;6961;1078
7923;-6423;498;6899;974
7933;-6412;508;7348;1444
7943;-6397;499;6878;980
7953;-6386;498;6885;997
7963;-6370;498;6845;973
7973;-6296;512;6843;1059
7983;-6320;498;7287;1465
7993;-6336;501;6833;998
8003;-6321;998;6795;1472
8013;-6307;509;6774;976
8023;-6273;1002;6796;1525
8033;-6227;499;6783;1055
8043;-6228;499;6769;1040
8053;-6262;508;7189;1435
8063;-6214;498;6715;999
8073;-6229;1002;6731;1504
8083;-6211;498;6714;1001
8093;-6206;506;7137;1437
8103;-6168;501;6663;996
8113;-6155;501;6681;1027
8123;-6153;489;6641;977
8133;-6127;505;6622;1000
8143;-6122;1000;6650;1528
8153;-6070;501;6627;1058
8163;-6054;498;6588;1032
8173;-6040;508;7037;1505
8183;-6077;500;6567;990
8193;-6022;502;6558;1038
8203;-6007;497;6550;1040
8213;-5990;506;6990;1506
8223;-5976;498;6547;1069
8233;-6031;501;6537;1007
8243;-6016;496;6520;1000
8253;-5943;507;6496;1060
8263;-5998;503;6469;974
8273;-5987;498;6494;1005
8283;-5970;495;6470;995
8293;-5897;511;6891;1505
8303;-5948;502;6451;1005
8313;-5914;501;6442;1029
8323;-5925;494;6433;1002
8333;-5851;511;6404;1064
8343;-5902;500;6842;1440
8353;-5893;500;6401;1008
8363;-5877;497;6375;995
8373;-5803;507;6800;1504
8383;-5840;1000;6359;1519
8393;-5803;498;6346;1041
8403;-5803;496;6349;1042
8413;-5813;509;6295;991
8423;-5746;501;6316;1071
8433;-5773;499;6297;1023
8443;-5757;496;6293;1032
8453;-5719;509;6708;1498
8463;-5778;501;6273;996
8473;-5757;497;6259;999
8483;-5741;497;6244;1000
8493;-5671;510;6665;1504
8503;-5663;500;6665;1502
8513;-5713;495;6654;1436
8523;-5695;497;6639;1441
8533;-5670;509;6182;1021
8543;-5650;500;6620;1470
8553;-5629;502;6171;1044
8563;-5595;998;6133;1536
8573;-5648;507;6137;996
8583;-5610;501;6581;1472
8593;-5601;502;6123;1024
8603;-5550;498;6556;1504
8613;-5598;508;6068;978
8623;-5599;501;6095;997
8633;-5587;500;6080;993
8643;-5505;997;6078;1570
8653;-5559;507;6049;997
8663;-5551;502;6493;1444
8673;-5542;502;6482;1442
8683;-5501;498;6002;999
8693;-5457;506;6016;1065
8703;-5492;500;6012;1020
8713;-5510;500;6005;995
8723;-5427;997;5997;1567
8733;-5476;506;5948;978
8743;-5483;498;5977;992
8753;-5433;1003;5960;1530
8763;-5389;995;5957;1563
8773;-5435;504;5930;999
8783;-5373;998;5932;1557
8793;-5393;500;5923;1030
8803;-5350;497;5912;1059
8813;-5402;510;6335;1443
8823;-5391;501;5892;1002
8833;-5384;506;5852;974
8843;-5331;496;5843;1008
8853;-5363;510;5855;1002
8863;-5326;503;5855;1032
8873;-5342;501;5840;999
8883;-5299;497;5806;1004
8893;-5324;510;5813;999
8903;-5320;503;5817;1000
8913;-5319;504;5801;986
8923;-5263;497;5770;1004
8933;-5294;508;5789;1003
8943;-5217;501;5751;1035
8953;-5207;499;5745;1037
8963;-5231;497;5731;997
8973;-5248;506;6184;1442
8983;-5184;503;5713;1032
8993;-5216;503;6173;1460
9003;-5160;494;5724;1058
9013;-5173;510;6145;1482
9023;-5166;501;5711;1046
9033;-5133;1001;5700;1568
9043;-5188;497;6131;1440
9053;-5181;509;6111;1439
9063;-5138;998;5669;1529
9073;-5098;501;6120;1523
9083;-5137;498;5649;1010
9093;-5098;510;5639;1051
9103;-5131;498;5637;1004
9113;-5063;498;6126;1561
9123;-5106;495;5617;1006
9133;-5110;507;5604;1001
9143;-5103;499;5596;992
9153;-5025;1001;5592;1568
9163;-5013;499;5551;1037
9173;-5074;507;5563;996
9183;-5064;497;5565;998
9193;-4997;1005;5528;1536
9203;-5043;996;5548;1501
9213;-5033;507;5528;1002
9223;-5030;502;5530;1002
9233;-4996;498;5513;1015
9243;-4979;493;5483;997
9253;-4982;505;5495;1018
9263;-4933;503;5932;1502
9273;-4925;498;5490;1063
9283;-4967;493;5448;974
9293;-4958;505;5463;1010
9303;-4940;998;5434;1492
9313;-4932;1005;5457;1530
9323;-4940;497;5419;976
9333;-4911;508;5433;1030
9343;-4870;501;5403;1034
9353;-4862;503;5392;1033
9363;-4846;996;5391;1541
9373;-4879;508;5396;1025
9383;-4873;1001;5400;1528
9393;-4827;499;5390;1062
9403;-4887;997;5354;1464
9413;-4876;510;5337;971
9423;-4859;1001;5373;1515
9433;-4877;501;5325;949
9443;-4844;499;5349;1004
9453;-4779;506;5773;1500
9463;-4836;1002;5312;1478
9473;-4826;500;5324;998
9483;-4776;492;5298;1014
9493;-4807;511;5276;980
9503;-4799;498;5302;1001
9513;-4795;1006;5266;1477
9523;-4766;496;5288;1018
9533;-4751;510;5246;1005
9543;-4772;500;5273;1001
9553;-4704;501;5272;1069
9563;-4750;495;5255;1000
9573;-4720;511;5237;1028
9583;-4741;501;5241;1001
9593;-4670;497;5231;1058
9603;-4719;996;5199;1476
9613;-4692;507;5652;1467
9623;-4709;999;5183;1473
9633;-4643;500;5175;1032
9643;-4688;997;5168;1477
9653;-4628;515;5151;1038
9663;-4679;500;5180;1001
9673;-4613;501;5155;1043
9683;-4639;498;5141;1000
9693;-4632;509;5591;1468
9703;-4654;499;5151;996
9713;-4644;498;5143;997
9723;-4573;995;5141;1563
9733;-4602;509;5096;1003
9743;-4619;499;5123;1003
9753;-4551;497;5114;1060
9763;-4600;496;5547;1443
9773;-4572;508;5071;1007
9783;-4534;499;5070;1035
9793;-4591;1005;5058;1472
9803;-4513;997;5051;1535
9813;-4547;507;5060;1020
9823;-4563;498;5049;984
9833;-4566;503;5565;1502
9843;-4483;498;5489;1504
9853;-4491;507;5477;1493
9863;-4537;502;5040;1005
9873;-4534;505;5000;971
9883;-4517;998;4998;1479
9893;-4449;505;5012;1068
9903;-4533;497;5013;977
9913;-4503;503;4975;975
9923;-4506;996;4994;1484
9933;-4449;508;4983;1042
9943;-4489;501;4986;998
9953;-4468;499;4979;1010
9963;-4398;496;5405;1503
9973;-4397;504;4947;1054
9983;-4427;998;4959;1530
9993;-4451;507;4947;1003
10003;-4371;996;4911;1536
10013;-4435;511;4902;978
10023;-4433;503;4919;989
10033;-4421;500;4923;1002
10043;-4350;992;4916;1558
10053;-4410;511;4873;974
10063;-4407;502;4903;998
10073;-4335;498;4895;1058
10083;-4382;496;4856;970
10093;-4348;503;4873;1028
10103;-4375;499;5318;1442
10113;-4307;498;4863;1054
10123;-4294;997;4866;1569
10133;-4294;504;5290;1500
10143;-4355;500;4854;999
10153;-4283;501;5288;1506
10163;-4336;495;4818;977
10173;-4327;509;4828;1010
10183;-4320;497;4810;987
10193;-4259;1008;4816;1565
10203;-4310;497;5253;1440
10213;-4304;506;4772;974
10223;-4290;501;4796;1007
10233;-4229;498;5234;1503
10243;-4239;494;4791;1046
10253;-4274;507;4744;977
10263;-4244;501;5209;1466
10273;-4264;1001;4762;1499
10283;-4252;497;5199;1444
10293;-4255;507;4748;1000
10303;-4239;496;4721;978
10313;-4179;499;4736;1056
10323;-4230;498;4737;1005
10333;-4196;506;4726;1036
10343;-4198;1002;4723;1527
10353;-4217;1005;4714;1502
10363;-4194;496;4709;1011
10373;-4176;507;5136;1467
10383;-4173;1000;4694;1521
10393;-4162;1001;4668;1507
10403;-4156;497;4690;1031
10413;-4175;507;5112;1444
10423;-4151;998;4677;1524
10433;-4108;503;4637;1032
10443;-4148;492;4657;1001
10453;-4091;505;4628;1042
10463;-4148;499;5090;1441
10473;-4151;502;4639;990
10483;-4136;498;4639;1001
10493;-4085;509;4623;1047
10503;-4127;1003;4625;1501
10513;-4060;498;4616;1054
10523;-4105;499;4610;1004
10533;-4103;509;4577;983
10543;-4042;498;4575;1031
10553;-4039;502;4592;1055
10563;-4026;997;4593;1564
10573;-4060;508;4553;1001
10583;-4086;1001;4580;1495
10593;-4016;501;4574;1059
10603;-4062;495;4570;1003
10613;-4032;508;4532;1008
10623;-4059;1001;4531;1473
10633;-3993;498;4995;1500
10643;-4032;497;4516;981
10653;-4011;509;4508;1006
10663;-4036;501;4536;1001
10673;-3970;500;4529;1059
10683;-4027;498;4493;964
10693;-3988;510;4486;1008
10703;-4008;1000;4491;1483
10713;-3947;499;4502;1054
10723;-3988;497;4472;981
10733;-3968;507;4931;1470
10743;-3967;501;4464;998
10753;-3959;501;4490;1032
10763;-3946;995;4483;1532
10773;-3949;515;4468;1034
10783;-3943;1000;4469;1526
10793;-3945;502;4458;1015
10803;-3928;497;4426;995
10813;-3932;510;4444;1022
10823;-3931;998;4420;1487
10833;-3945;1006;4440;1501
10843;-3902;498;4408;1004
10853;-3932;506;4865;1439
10863;-3900;1000;4397;1497
10873;-3864;1004;4417;1557
10883;-3884;499;4387;1002
10893;-3907;508;4404;1005
10903;-3905;499;4408;1002
10913;-3842;501;4370;1029
10923;-3861;496;4372;1007
10933;-3888;506;4356;974
10943;-3862;1001;4389;1528
10953;-3822;499;4354;1031
10963;-3847;496;4376;1025
10973;-3863;509;4800;1446
10983;-3864;499;4361;996
10993;-3830;500;4800;1470
11003;-3853;496;4326;969
11013;-3842;506;4315;979
11023;-3840;497;4319;976
11033;-3779;500;4309;1030
11043;-3770;496;4306;1032
11053;-3797;509;4319;1031
11063;-3822;1000;4317;1495
11073;-3760;502;4294;1036
11083;-3803;496;4283;976
11093;-3810;512;4300;1002
11103;-3805;502;4296;993
11113;-3771;501;4272;1002
11123;-3783;495;4264;976
11133;-3730;511;4287;1068
11143;-3791;1000;4283;1492
11153;-3753;507;4249;1003
11163;-3760;492;4240;972
11173;-3768;505;4257;994
11183;-3740;502;4704;1466
11193;-3699;500;4248;1049
11203;-3737;495;4227;985
11213;-3721;510;4255;1044
11223;-3721;500;4685;1464
11233;-3740;500;4234;994
11243;-3724;496;4204;976
11253;-3727;510;4662;1445
11263;-3702;999;4221;1518
11273;-3717;500;4662;1445
11283;-3706;998;4186;1478
11293;-3674;505;4214;1045
11303;-3677;497;4646;1466
11313;-3695;500;4202;1007
11323;-3632;496;4192;1056
11333;-3688;509;4162;983
11343;-3659;998;4158;1497
11353;-3624;502;4164;1042
11363;-3641;497;4145;1001
11373;-3608;505;4141;1038
11383;-3657;501;4608;1452
11393;-3602;498;4162;1058
11403;-3653;498;4153;998
11413;-3593;507;4125;1039
11423;-3649;498;4146;995
11433;-3643;1001;4119;1477
11443;-3636;997;4110;1471
11453;-3606;509;4103;1006
11463;-3632;501;4128;997
11473;-3597;501;4119;1023
11483;-3610;497;4092;979
11493;-3584;508;4090;1014
11503;-3618;502;4084;968
11513;-3585;498;4101;1014
11523;-3598;497;4073;972
11533;-3537;508;4063;1034
11543;-3535;500;4093;1058
11553;-3594;502;4070;978
11563;-3572;497;4068;993
11573;-3549;505;4515;1471
11583;-3577;501;4076;1000
11593;-3567;499;4063;995
11603;-3580;490;4509;1419
11613;-3504;510;4042;1048
11623;-3535;502;4499;1466
11633;-3495;503;4057;1065
11643;-3515;497;4019;1001
11653;-3544;507;4036;999
11663;-3517;1002;4009;1494
11673;-3476;499;4032;1055
11683;-3497;496;3998;997
11693;-3525;508;4022;1005
11703;-3570;498;3993;921
11713;-3491;501;4011;1021
11723;-3480;496;3985;1001
11733;-3507;506;4004;1003
11743;-3509;998;4003;1492
11753;-3499;499;3968;968
11763;-3458;998;3993;1533
11773;-3490;507;3960;977
11783;-3487;500;3984;997
11793;-3485;497;3988;1000
11803;-3442;495;3948;1001
11813;-3469;510;3950;991
11823;-3466;500;3973;1007
11833;-3467;502;3936;971
11843;-3430;497;3933;1000
11853;-3454;508;3951;1005
11863;-3441;1002;3944;1505
11873;-3446;500;3945;999
11883;-3408;495;3925;1012
11893;-3414;508;4376;1470
11903;-3418;1001;3935;1518
11913;-3402;1005;3906;1509
11923;-3393;498;3903;1008
11933;-3418;509;3892;983
11943;-3399;1001;3920;1522
11953;-3359;499;3884;1024
11963;-3350;500;3908;1058
11973;-3410;508;3876;974
11983;-3405;999;3901;1495
11993;-3373;502;3887;1016
12003;-3391;500;3866;975
12013;-3365;507;3861;1003
12023;-3359;500;4328;1469
12033;-3327;501;3880;1054
12043;-3372;498;3875;1001
12053;-3319;509;3843;1033
12063;-3380;502;3848;970
12073;-3341;499;3838;996
12083;-3361;497;3868;1004
12093;-3335;509;3851;1025
12103;-3360;500;3856;996
12113;-3297;502;3823;1028
12123;-3338;498;3845;1005
12133;-3286;508;4280;1502
12143;-3318;500;4284;1466
12153;-3280;504;3806;1030
12163;-3323;498;3858;1033
12173;-3322;505;3824;1007
12183;-3332;498;3826;992
12193;-3291;500;3788;997
12203;-3254;996;3789;1531
12213;-3281;508;3805;1032
12223;-3325;501;3809;985
12233;-3280;502;3774;996
12243;-3283;998;3801;1516
12253;-3240;507;3773;1040
12263;-3289;503;3793;1007
12273;-3232;499;3759;1026
12283;-3269;997;3785;1513
12293;-3248;504;3777;1033
12303;-3284;502;3781;999
12313;-3218;502;3742;1026
12323;-3269;497;3766;994
12333;-3239;504;3736;1001
12343;-3244;502;3751;1009
12353;-3202;498;3728;1024
12363;-3252;497;3752;997
12373;-3247;506;3719;978
12383;-3231;1001;3746;1516
12393;-3186;498;3733;1045
12403;-3231;994;3713;1476
12413;-3236;506;3729;999
12423;-3217;502;3704;989
12433;-3194;500;4175;1481
12443;-3193;495;3720;1022
