Count;T2-T1;T3-T2;T4-T3;T4-T1
20153;-1586;501;2092;1007
20163;-1621;496;2100;975
20173;-1607;515;2118;1026
20183;-1632;998;2088;1454
20193;-1596;499;2086;989
20203;-1622;497;2096;971
20213;-1579;504;2123;1048
20223;-1576;998;2085;1507
20233;-1589;499;2096;1006
20243;-1615;496;2080;961
20253;-1614;509;2115;1010
20263;-1625;1000;2078;1453
20273;-1585;496;2078;989
20283;-1608;496;2116;1004
20293;-1574;1001;2073;1500
20303;-1566;499;2114;1047
20313;-1565;493;2073;1001
20323;-1607;496;2080;969
20333;-1580;507;2109;1036
20343;-1587;498;2069;980
20353;-1564;498;2068;1002
20363;-1557;995;2098;1536
20373;-1587;506;2076;995
20383;-1612;499;2113;1000
20393;-1563;497;2065;999
20403;-1604;499;2104;999
20413;-1558;999;2062;1503
20423;-1606;498;2088;980
20433;-1565;500;2056;991
20443;-1595;497;2065;967
20453;-1591;1001;2057;1467
20463;-1603;500;2096;993
20473;-1566;500;2065;999
20483;-1588;497;2093;1002
20493;-1562;507;2061;1006
20503;-1601;501;2063;963
20513;-1561;502;2049;990
20523;-1604;499;2087;982
20533;-1590;509;2088;1007
20543;-1541;499;2095;1053
20553;-1554;501;2055;1002
20563;-1577;495;2085;1003
20573;-1569;499;2083;1013
20583;-1565;1002;2045;1482
20593;-1542;1003;2082;1543
20603;-1576;496;2055;975
20613;-1581;999;2041;1459
20623;-1560;499;2054;993
20633;-1552;502;2045;995
20643;-1527;997;2074;1544
20653;-1544;506;2069;1031
20663;-1581;501;2070;990
20673;-1543;501;2047;1005
20683;-1568;497;2039;968
20693;-1541;997;2034;1490
20703;-1579;999;2033;1453
20713;-1551;500;2031;980
20723;-1560;495;2065;1000
20733;-1534;999;2030;1495
20743;-1566;501;2086;1021
20753;-1536;498;2032;994
20763;-1528;495;2032;999
20773;-1562;504;2031;973
20783;-1516;999;2024;1507
20793;-1535;497;2027;989
20803;-1523;497;2057;1031
20813;-1515;1001;2021;1507
20823;-1513;502;2024;1013
20833;-1516;498;2515;1497
20843;-1512;498;2053;1039
20853;-1511;506;2504;1499
20863;-1534;502;2024;992
20873;-1531;500;2050;1019
20883;-1537;490;2029;982
20893;-1520;509;2020;1009
20903;-1524;499;2039;1014
20913;-1547;499;2510;1462
20923;-1500;996;2008;1504
20933;-1552;508;2047;1003
20943;-1503;499;2005;1001
20953;-1544;498;2044;998
20963;-1506;994;2014;1502
20973;-1542;507;2041;1006
20983;-1518;499;2011;992
20993;-1538;502;2040;1004
21003;-1489;494;2038;1043
21013;-1506;508;2038;1040
21023;-1526;498;2013;985
21033;-1493;501;2046;1054
21043;-1503;497;2041;1035
21053;-1517;507;2011;1001
21063;-1489;502;2035;1048
21073;-1536;1003;2038;1505
21083;-1486;498;2490;1502
21093;-1491;1001;1990;1500
21103;-1538;498;2026;986
21113;-1523;500;1998;975
21123;-1517;492;1987;962
21133;-1485;508;1995;1018
21143;-1529;501;1993;965
21153;-1482;500;1992;1010
21163;-1512;493;1991;972
21173;-1480;1001;1982;1503
21183;-1527;501;1980;954
21193;-1521;501;2021;1001
21203;-1478;498;1979;999
21213;-1480;1001;1979;1500
21223;-1475;499;2023;1047
21233;-1485;502;2013;1030
21243;-1474;498;2013;1037
21253;-1471;997;1976;1502
21263;-1498;502;1981;985
21273;-1512;500;2008;996
21283;-1506;501;2027;1022
21293;-1469;999;1973;1503
21303;-1518;501;2006;989
21313;-1465;499;2006;1040
21323;-1504;998;1969;1463
21333;-1483;515;1967;999
21343;-1514;501;2004;991
21353;-1489;499;1977;987
21363;-1455;497;2004;1046
21373;-1466;516;1969;1019
21383;-1511;1002;1965;1456
21393;-1497;498;1990;991
21403;-1453;496;1994;1037
21413;-1466;506;1985;1025
21423;-1505;1001;1961;1457
21433;-1498;500;1993;995
21443;-1460;498;1966;1004
21453;-1456;513;1993;1050
21463;-1450;500;1990;1040
21473;-1453;493;1989;1029
21483;-1449;495;1954;1000
21493;-1460;1000;1955;1495
21503;-1495;499;1988;992
21513;-1492;1000;1991;1499
21523;-1480;497;1950;967
21533;-1449;510;1987;1048
21543;-1445;500;1986;1041
21553;-1449;498;2447;1496
21563;-1473;496;1943;966
21573;-1452;1001;1945;1494
21583;-1459;500;1978;1019
21593;-1486;1003;1984;1501
21603;-1468;496;1940;968
21613;-1439;504;1986;1051
21623;-1484;499;1978;993
21633;-1475;501;1937;963
21643;-1442;498;1943;999
21653;-1443;1000;1937;1494
21663;-1483;501;1971;989
21673;-1475;1003;1978;1506
21683;-1431;496;2434;1499
21693;-1443;508;2425;1490
21703;-1429;499;1942;1012
21713;-1469;500;1971;1002
21723;-1465;498;1939;972
21733;-1422;502;2420;1500
21743;-1428;500;1969;1041
21753;-1466;500;2467;1501
21763;-1459;497;2426;1464
21773;-1424;1000;1926;1502
21783;-1470;501;1960;991
21793;-1455;503;1937;985
21803;-1415;496;1987;1068
21813;-1421;505;1938;1022
21823;-1465;500;1959;994
21833;-1450;499;1957;1006
21843;-1451;997;1954;1500
21853;-1419;1001;1920;1502
21863;-1460;502;1954;996
21873;-1459;1004;1955;1500
21883;-1442;498;1925;981
21893;-1416;1000;1917;1501
21903;-1413;509;1931;1027
21913;-1447;500;1949;1002
21923;-1409;493;1919;1003
21933;-1407;507;1948;1048
21943;-1407;499;1947;1039
21953;-1419;499;1951;1031
21963;-1404;495;1910;1001
21973;-1406;506;1948;1048
21983;-1414;500;1946;1032
21993;-1405;500;1906;1001
22003;-1437;496;1912;971
22013;-1399;503;1942;1046
22023;-1398;498;1945;1045
22033;-1409;499;1937;1027
22043;-1392;490;1911;1009
22053;-1428;506;1934;1012
22063;-1433;502;1940;1009
22073;-1405;500;2401;1496
22083;-1394;497;1898;1001
22093;-1437;504;1935;1002
22103;-1442;499;1925;982
22113;-1391;500;1929;1038
22123;-1399;497;1906;1004
22133;-1400;508;1927;1035
22143;-1411;500;1931;1020
22153;-1425;500;1900;975
22163;-1387;494;1891;998
22173;-1395;507;1894;1006
22183;-1438;496;1938;996
22193;-1396;1003;1926;1533
22203;-1389;493;1900;1004
22213;-1387;508;1929;1050
22223;-1379;495;1894;1010
22233;-1388;500;1922;1034
22243;-1387;498;1885;996
22253;-1418;509;1900;991
22263;-1427;998;1887;1458
22273;-1417;502;2378;1463
22283;-1383;497;1886;1000
22293;-1412;510;1916;1014
22303;-1389;498;1916;1025
22313;-1421;503;1926;1008
22323;-1374;496;1885;1007
22333;-1371;508;1913;1050
22343;-1381;499;1884;1002
22353;-1411;503;1880;972
22363;-1370;495;1873;998
22373;-1406;505;1913;1012
22383;-1391;1000;1873;1482
22393;-1372;501;1886;1015
22403;-1369;499;1870;1000
22413;-1365;507;1905;1047
22423;-1374;501;1902;1029
22433;-1379;499;1903;1023
22443;-1369;497;1867;995
22453;-1400;1000;1868;1468
22463;-1381;503;1901;1023
22473;-1403;499;1865;961
22483;-1359;496;1889;1026
22493;-1399;509;1854;964
22503;-1409;498;1884;973
22513;-1370;499;1867;996
22523;-1357;497;1897;1037
22533;-1375;507;1873;1005
22543;-1402;501;1895;994
22553;-1363;499;1864;1000
22563;-1383;494;1864;975
22573;-1360;504;1852;996
22583;-1374;499;1864;989
22593;-1356;496;1856;996
22603;-1348;497;1861;1010
22613;-1387;507;1903;1023
22623;-1399;500;1853;954
22633;-1377;493;1884;1000
22643;-1374;498;1856;980
22653;-1380;504;1877;1001
22663;-1364;500;1866;1002
22673;-1350;498;1881;1029
22683;-1377;496;1855;974
22693;-1354;999;1850;1495
22703;-1342;499;1852;1009
22713;-1374;499;1879;1004
22723;-1377;496;1880;999
22733;-1377;1001;1843;1467
22743;-1354;501;1840;987
22753;-1341;501;1874;1034
22763;-1364;496;1867;999
22773;-1377;509;1873;1005
22783;-1335;498;1840;1003
22793;-1371;500;1838;967
22803;-1336;497;1838;999
22813;-1369;998;1840;1469
22823;-1335;498;1838;1001
22833;-1374;1005;1869;1500
22843;-1332;497;1859;1024
22853;-1335;508;1870;1043
22863;-1328;501;1830;1003
22873;-1361;500;1834;973
22883;-1355;497;1836;978
22893;-1363;503;1862;1002
22903;-1327;501;1830;1004
22913;-1325;500;1832;1007
22923;-1354;495;1832;973
22933;-1361;506;1861;1006
22943;-1341;501;1830;990
22953;-1321;498;1828;1005
22963;-1316;495;1860;1039
22973;-1361;510;1827;976
22983;-1339;500;1822;983
22993;-1358;502;2321;1465
23003;-1318;996;1823;1501
23013;-1322;509;1858;1045
23023;-1331;499;1819;987
23033;-1316;1004;1818;1506
23043;-1315;495;1852;1032
23053;-1327;516;1844;1033
23063;-1313;504;1812;1003
23073;-1351;498;1851;998
23083;-1346;498;1843;995
23093;-1349;508;1849;1008
23103;-1310;499;1815;1004
23113;-1353;1003;1818;1468
23123;-1342;495;1818;971
23133;-1347;509;1817;979
23143;-1324;501;1810;987
23153;-1346;500;1839;993
23163;-1329;494;1817;982
23173;-1342;505;1847;1010
23183;-1320;500;1810;990
23193;-1310;499;1841;1030
23203;-1302;491;1807;996
23213;-1302;506;1840;1044
23223;-1321;499;1804;982
23233;-1300;500;1805;1005
23243;-1333;496;1836;999
23253;-1301;1001;1803;1503
23263;-1320;503;1799;982
23273;-1297;499;1835;1037
23283;-1319;495;1805;981
23293;-1336;1000;1800;1464
23303;-1311;499;1804;992
23313;-1329;498;1833;1002
23323;-1328;500;1802;974
23333;-1328;1001;1797;1470
23343;-1318;498;1802;982
23353;-1327;499;1827;999
23363;-1318;494;1797;973
23373;-1298;1002;1794;1498
23383;-1307;500;1793;986
23393;-1300;502;1816;1018
23403;-1322;497;1819;994
23413;-1298;508;1796;1006
23423;-1303;499;1827;1023
23433;-1293;501;1808;1016
23443;-1322;997;1823;1498
23453;-1292;508;1792;1008
23463;-1331;1004;1785;1458
23473;-1322;502;1841;1021
23483;-1315;996;1786;1467
23493;-1286;997;1787;1498
23503;-1322;500;1783;961
23513;-1279;500;1782;1003
23523;-1299;496;1785;982
23533;-1283;509;1784;1010
23543;-1322;502;1816;996
23553;-1314;1001;1783;1470
23563;-1311;494;1813;996
23573;-1311;507;1781;977
23583;-1323;502;1812;991
23593;-1311;1004;1775;1468
23603;-1303;998;1780;1475
23613;-1298;505;1769;976
23623;-1320;501;1777;958
23633;-1270;1002;1781;1513
23643;-1270;495;1776;1001
23653;-1273;508;1764;999
23663;-1312;503;1805;996
23673;-1304;500;1771;967
23683;-1302;497;1771;966
23693;-1267;999;1771;1503
23703;-1310;500;1771;961
23713;-1293;1002;1799;1508
23723;-1270;496;1767;993
23733;-1298;998;1769;1469
23743;-1304;1000;1767;1463
23753;-1265;498;1765;998
23763;-1257;494;1762;999
23773;-1296;508;1792;1004
23783;-1256;497;1800;1041
23793;-1286;500;1799;1013
23803;-1255;497;1789;1031
23813;-1281;998;1761;1478
23823;-1287;501;1794;1008
23833;-1262;502;1785;1025
23843;-1291;497;1756;962
23853;-1289;1000;1758;1469
23863;-1301;500;1758;957
23873;-1256;498;1758;1000
23883;-1277;496;1758;977
23893;-1256;508;1745;997
23903;-1251;498;1779;1026
23913;-1253;501;1754;1002
23923;-1280;496;1783;999
23933;-1255;1000;1751;1496
23943;-1291;499;1767;975
23953;-1250;500;1749;999
23963;-1243;496;1746;999
23973;-1256;513;1780;1037
23983;-1257;998;1750;1491
23993;-1278;500;1747;969
24003;-1273;496;1750;973
24013;-1248;507;1779;1038
24023;-1288;500;1778;990
24033;-1249;501;1748;1000
24043;-1241;495;1748;1002
24053;-1266;502;1775;1011
24063;-1279;499;1749;969
24073;-1237;500;1771;1034
24083;-1274;497;1743;966
24093;-1275;509;1740;974
24103;-1281;500;1775;994
24113;-1271;1003;1770;1502
24123;-1237;497;1775;1035
24133;-1247;508;1775;1036
24143;-1230;499;1759;1028
24153;-1277;501;1738;962
24163;-1235;496;1769;1030
24173;-1267;510;1725;968
24183;-1247;501;1757;1011
24193;-1234;502;1766;1034
24203;-1231;496;1731;996
24213;-1228;505;1726;1003
24223;-1257;499;1736;978
24233;-1253;498;1732;977
24243;-1225;495;1735;1005
24253;-1226;999;1731;1504
24263;-1238;502;1731;995
24273;-1224;498;1731;1005
24283;-1224;496;1746;1018
24293;-1258;508;1732;982
24303;-1242;502;1757;1017
24313;-1225;500;1726;1001
24323;-1222;496;1750;1024
24333;-1215;499;1750;1034
24343;-1230;499;1746;1015
24353;-1220;498;1720;998
24363;-1232;492;1753;1013
24373;-1272;507;1752;987
24383;-1239;501;1720;982
24393;-1226;500;1738;1012
24403;-1221;495;1723;997
24413;-1215;508;1727;1020
24423;-1223;496;1717;990
24433;-1215;502;1719;1006
24443;-1211;497;1746;1032
24453;-1212;508;1750;1046
24463;-1247;502;1717;972
24473;-1212;501;1747;1036
24483;-1208;498;1713;1003
24493;-1238;509;1712;983
24503;-1250;502;1711;963
24513;-1214;501;1747;1034
24523;-1206;498;1743;1035
24533;-1209;505;1740;1036
24543;-1235;498;1712;975
24553;-1208;501;1712;1005
24563;-1232;497;1705;970
24573;-1236;506;1699;969
24583;-1233;500;1705;972
24593;-1238;501;1705;968
24603;-1235;496;1734;995
24613;-1202;506;1737;1041
24623;-1199;498;1704;1003
24633;-1202;499;1703;1000
24643;-1198;497;1702;1001
24653;-1199;510;1726;1037
24663;-1196;498;1731;1033
24673;-1220;500;1700;980
24683;-1195;496;1701;1002
24693;-1216;509;1699;992
24703;-1195;503;1693;1001
24713;-1196;500;1699;1003
24723;-1223;497;1697;971
24733;-1230;1000;1696;1466
24743;-1207;503;1691;987
24753;-1193;501;1725;1033
24763;-1187;493;1698;1004
24773;-1190;997;1695;1502
24783;-1188;500;1691;1003
24793;-1190;499;1717;1026
24803;-1188;496;1690;998
24813;-1225;999;1692;1466
24823;-1188;500;1693;1005
24833;-1219;499;1691;971
24843;-1214;495;1689;970
24853;-1209;508;1720;1019
24863;-1183;501;1684;1002
24873;-1186;499;1687;1000
24883;-1206;496;1716;1006
24893;-1184;508;1716;1040
24903;-1195;498;1683;986
24913;-1219;500;1713;994
24923;-1178;498;1684;1004
24933;-1182;509;1710;1037
24943;-1181;501;1682;1002
24953;-1216;501;1715;1000
24963;-1207;495;1714;1002
24973;-1181;505;1677;1001
24983;-1179;501;1678;1000
24993;-1210;498;1702;990
25003;-1177;496;1680;999
25013;-1202;1000;1678;1476
25023;-1178;500;1676;998
25033;-1176;499;1677;1000
25043;-1201;499;1675;973
25053;-1201;508;1671;978
25063;-1169;498;1674;1003
25073;-1211;500;1709;998
25083;-1199;496;1705;1002
25093;-1171;999;1674;1502
25103;-1167;499;1671;1003
25113;-1197;500;1671;974
25123;-1189;495;1712;1018
25133;-1221;508;1695;982
25143;-1187;499;1669;981
25153;-1170;500;1668;998
25163;-1161;494;1692;1025
25173;-1168;508;1662;1002
25183;-1200;501;1665;966
25193;-1166;500;1695;1029
25203;-1185;497;1690;1002
25213;-1159;501;1666;1008
25223;-1159;500;1663;1004
25233;-1163;498;1696;1031
25243;-1187;497;1661;971
25253;-1162;999;1663;1500
25263;-1157;498;1660;1001
25273;-1184;499;1662;977
25283;-1197;496;1659;958
25293;-1159;510;1689;1040
25303;-1155;500;1659;1004
25313;-1156;499;1690;1033
25323;-1175;496;1687;1008
25333;-1158;508;1678;1028
25343;-1156;500;1656;1000
25353;-1188;499;1676;987
25363;-1147;495;1686;1034
25373;-1187;509;1675;997
25383;-1153;502;1690;1039
25393;-1216;501;1651;936
25403;-1151;499;1716;1064
25413;-1179;510;1649;980
25423;-1152;502;1680;1030
25433;-1180;500;1675;995
25443;-1161;498;1650;987
25453;-1177;507;1651;981
25463;-1147;504;1648;1005
25473;-1145;498;1675;1028
25483;-1144;497;1648;1001
25493;-1157;502;1683;1028
25503;-1177;500;1681;1004
25513;-1162;499;1646;983
25523;-1156;490;1663;997
25533;-1143;999;1645;1501
25543;-1171;498;1643;970
25553;-1143;500;1641;998
25563;-1202;494;1663;955
25573;-1176;1000;1642;1466
25583;-1145;498;1641;994
25593;-1140;499;1641;1000
25603;-1136;498;1665;1027
25613;-1135;506;1635;1006
25623;-1134;497;1638;1001
25633;-1155;500;1653;998
25643;-1164;498;1637;971
25653;-1134;508;1651;1025
25663;-1142;503;1633;994
25673;-1153;499;1656;1002
25683;-1157;499;1634;976
25693;-1149;506;1634;991
25703;-1148;498;1639;989
25713;-1203;500;1701;998
25723;-1131;497;1634;1000
25733;-1129;506;1624;1001
25743;-1163;496;1637;970
25753;-1161;503;1652;994
25763;-1125;498;1647;1020
25773;-1161;508;1650;997
25783;-1169;501;1626;958
25793;-1155;500;1653;998
25803;-1125;498;1626;999
25813;-1125;507;1617;999
25823;-1126;499;1627;1000
25833;-1160;499;1625;964
25843;-1123;498;1652;1027
25853;-1158;510;1613;965
25863;-1119;499;1656;1036
25873;-1153;499;1646;992
25883;-1133;496;1624;987
25893;-1121;507;1614;1000
25903;-1118;501;1620;1003
25913;-1146;500;1622;976
25923;-1113;496;1640;1023
25933;-1117;509;1613;1005
25943;-1115;499;1652;1036
25953;-1139;500;1618;979
25963;-1109;494;1621;1006
25973;-1120;513;1609;1002
25983;-1124;499;1615;990
25993;-1114;501;1635;1022
26003;-1111;497;1614;1000
26013;-1111;504;1611;1004
26023;-1121;500;1639;1018
26033;-1111;499;1612;1000
26043;-1109;497;1677;1065
26053;-1115;510;1601;996
26063;-1108;501;1610;1003
26073;-1128;499;1614;985
26083;-1109;497;1678;1066
26093;-1112;506;1608;1002
26103;-1118;500;1625;1007
26113;-1143;499;1639;995
26123;-1135;495;1644;1004
26133;-1137;507;1599;969
26143;-1113;502;1604;993
26153;-1122;498;1614;990
26163;-1122;494;1605;977
26173;-1104;507;1598;1001
26183;-1119;502;1623;1006
26193;-1105;501;1603;999
26203;-1117;498;1600;981
26213;-1102;507;1596;1001
26223;-1112;497;1601;986
26233;-1120;502;1598;980
26243;-1118;497;1622;1001
26253;-1098;508;1618;1028
26263;-1101;500;1618;1017
26273;-1134;498;1599;963
26283;-1095;496;1637;1038
26293;-1097;510;1626;1039
26303;-1096;501;1596;1001
26313;-1111;499;1599;987
26323;-1114;498;1649;1033
26333;-1094;509;1587;1002
26343;-1134;499;1611;976
26353;-1104;501;1592;989
26363;-1107;496;1595;984
26373;-1122;508;1624;1010
26383;-1132;501;1607;976
26393;-1109;498;1594;983
26403;-1088;496;1592;1000
26413;-1100;508;1586;994
26423;-1130;502;1626;998
26433;-1102;498;1613;1009
26443;-1084;498;1587;1001
26453;-1089;999;1591;1501
26463;-1130;501;1586;957
26473;-1088;501;1586;999
26483;-1081;496;1586;1001
26493;-1087;1001;1586;1500
26503;-1127;500;1624;997
26513;-1082;501;1656;1075
26523;-1079;495;1585;1001
26533;-1084;999;1586;1501
26543;-1118;500;1594;976
26553;-1087;499;1584;996
26563;-1111;496;1602;987
26573;-1094;507;1576;989
26583;-1079;500;1601;1022
26593;-1100;500;1615;1015
26603;-1076;497;1579;1000
26613;-1078;508;1605;1035
26623;-1086;1000;1583;1497
26633;-1103;501;1578;976
26643;-1077;496;1580;999
26653;-1069;502;1599;1032
26663;-1072;501;1574;1003
26673;-1099;499;1577;977
26683;-1065;491;1574;1000
26693;-1073;507;1600;1034
26703;-1128;498;1575;945
26713;-1072;500;1607;1035
26723;-1087;497;1572;982
26733;-1087;510;1597;1020
26743;-1105;498;1573;966
26753;-1072;500;1571;999
26763;-1067;497;1569;999
26773;-1069;507;1562;1000
26783;-1104;498;1600;994
26793;-1067;499;1572;1004
26803;-1086;498;1593;1005
26813;-1066;505;1565;1004
26823;-1114;500;1568;954
26833;-1065;500;1565;1000
26843;-1083;495;1587;999
26853;-1068;505;1561;998
26863;-1070;501;1565;996
26873;-1064;500;1568;1004
26883;-1077;495;1594;1012
26893;-1063;507;1557;1001
26903;-1066;499;1575;1008
26913;-1059;500;1559;1000
26923;-1074;496;1561;983
26933;-1059;1000;1562;1503
26943;-1088;498;1578;988
26953;-1060;500;1560;1000
26963;-1063;494;1579;1010
26973;-1059;511;1549;1001
26983;-1092;499;1560;967
26993;-1063;499;1557;993
27003;-1074;497;1556;979
27013;-1056;508;1549;1001
27023;-1056;500;1557;1001
27033;-1082;500;1555;973
27043;-1115;498;1568;951
27053;-1054;508;1616;1070
27063;-1090;500;1555;965
27073;-1083;499;1579;995
27083;-1063;496;1555;988
27093;-1059;1002;1552;1495
27103;-1112;498;1552;938
27113;-1051;499;1568;1016
27123;-1063;495;1550;982
27133;-1067;506;1546;985
27143;-1073;499;1550;976
27153;-1049;500;1569;1020
27163;-1062;495;1546;979
27173;-1071;510;1577;1016
27183;-1055;500;1547;992
27193;-1064;502;1546;984
27203;-1042;496;1545;999
27213;-1043;506;1538;1001
27223;-1045;499;1546;1000
27233;-1044;500;1545;1001
27243;-1057;497;1543;983
27253;-1061;507;1537;983
27263;-1078;501;1540;963
27273;-1041;498;1543;1000
27283;-1054;498;1614;1058
27293;-1040;507;1534;1001
27303;-1046;502;1541;997
27313;-1040;500;1598;1058
27323;-1034;499;1543;1008
27333;-1039;507;1532;1000
27343;-1067;498;1566;997
27353;-1038;500;1555;1017
27363;-1047;496;1557;1006
27373;-1036;1000;1539;1503
27383;-1033;497;1537;1001
27393;-1044;499;1604;1059
27403;-1048;497;1559;1008
27413;-1034;506;1530;1002
27423;-1037;502;1532;997
27433;-1052;501;1550;999
27443;-1047;495;1532;980
27453;-1059;509;1528;978
27463;-1048;500;1596;1048
27473;-1032;501;1530;999
27483;-1025;496;1544;1015
27493;-1029;507;1524;1002
27503;-1056;500;1531;975
27513;-1027;499;1528;1000
27523;-1087;497;1537;947
27533;-1022;501;1555;1034
27543;-1063;499;1528;964
27553;-1027;501;1590;1064
27563;-1084;495;1526;937
27573;-1026;506;1527;1007
27583;-1056;497;1526;967
27593;-1023;499;1524;1000
27603;-1045;497;1534;986
27613;-1024;508;1518;1002
27623;-1099;499;1523;923
27633;-1037;499;1528;990
27643;-1037;497;1526;986
27653;-1051;509;1515;973
27663;-1054;501;1537;984
27673;-1042;501;1519;978
27683;-1015;494;1521;1000
27693;-1019;507;1553;1041
27703;-1021;500;1528;1007
27713;-1036;501;1580;1045
27723;-1013;497;1578;1062
27733;-1045;506;1512;973
27743;-1018;499;1534;1015
27753;-1016;500;1517;1001
27763;-1010;495;1543;1028
27773;-1043;505;1511;973
27783;-1013;498;1528;1013
27793;-1013;498;1515;1000
27803;-1010;498;1513;1001
27813;-1026;503;1506;983
27823;-1046;499;1549;1002
27833;-1014;498;1515;999
27843;-1004;494;1510;1000
27853;-1010;997;1515;1502
27863;-1042;500;1511;969
27873;-1023;499;1511;987
27883;-1038;497;1509;968
27893;-1010;507;1506;1003
27903;-1041;499;1509;967
27913;-1044;499;1528;983
27923;-1005;498;1515;1008
27933;-1017;509;1503;995
27943;-1043;500;1507;964
27953;-1037;499;1526;988
27963;-1009;494;1536;1021
27973;-1020;507;1501;988
27983;-1033;500;1538;1005
27993;-1036;500;1517;981
28003;-1033;496;1506;969
28013;-1015;509;1500;994
28023;-1004;500;1514;1010
28033;-1018;500;1503;985
28043;-998;496;1501;999
28053;-1002;511;1507;1016
28063;-1004;1000;1503;1499
28073;-1021;503;1517;999
28083;-998;497;1500;999
28093;-1029;505;1514;990
28103;-1002;500;1499;997
28113;-1011;499;1499;987
28123;-989;491;1498;1000
28133;-999;508;1491;1000
28143;-1009;502;1512;1005
28153;-1007;501;1509;1003
28163;-1005;993;1497;1485
28173;-1008;507;1490;989
28183;-997;502;1508;1013
28193;-996;499;1495;998
28203;-991;497;1493;999
28213;-995;510;1489;1004
28223;-996;500;1502;1006
28233;-993;499;1533;1039
28243;-985;495;1490;1000
28253;-1007;508;1517;1018
28263;-988;500;1503;1015
28273;-990;501;1501;1012
28283;-1049;495;1492;938
28293;-1030;507;1495;972
28303;-1008;499;1489;980
28313;-1019;499;1500;980
28323;-983;496;1519;1032
28333;-1029;507;1484;962
28343;-1015;499;1519;1003
28353;-1005;497;1500;992
28363;-979;494;1487;1002
28373;-985;511;1478;1004
28383;-985;497;1486;998
28393;-984;500;1484;1000
28403;-1035;497;1483;945
28413;-1016;506;1477;967
28423;-986;501;1483;998
28433;-986;494;1483;991
28443;-979;499;1480;1000
28453;-981;509;1502;1030
28463;-1015;504;1492;981
28473;-980;500;1495;1015
28483;-977;498;1480;1001
28493;-986;510;1508;1032
28503;-1010;501;1489;980
28513;-1011;499;1496;984
28523;-974;497;1477;1000
28533;-977;509;1470;1002
28543;-1001;1001;1479;1479
28553;-975;500;1476;1001
28563;-968;493;1507;1032
28573;-1005;1000;1478;1473
28583;-1008;500;1474;966
28593;-986;498;1475;987
28603;-1029;497;1473;941
28613;-973;999;1476;1502
28623;-972;1000;1476;1504
28633;-972;500;1473;1001
28643;-967;494;1474;1001
28653;-971;507;1500;1036
28663;-972;503;1490;1021
28673;-1001;498;1472;969
28683;-997;495;1503;1001
28693;-965;503;1462;1000
28703;-995;499;1471;975
28713;-968;498;1477;1007
28723;-995;495;1469;969
28733;-966;503;1468;1005
28743;-999;499;1467;967
28753;-999;496;1486;983
28763;-1015;493;1501;979
28773;-965;999;1467;1501
28783;-999;503;1465;969
28793;-962;497;1465;1000
28803;-966;496;1468;998
28813;-963;505;1476;1018
28823;-974;502;1464;992
28833;-963;501;1492;1030
28843;-975;496;1464;985
28853;-979;1001;1463;1485
28863;-994;500;1496;1002
28873;-961;502;1467;1008
28883;-957;499;1516;1058
28893;-964;510;1450;996
28903;-961;499;1460;998
28913;-971;500;1458;987
28923;-964;498;1457;991
28933;-962;507;1485;1030
28943;-963;502;1457;996
28953;-967;500;1491;1024
28963;-952;499;1457;1004
28973;-950;504;1447;1001
28983;-978;501;1457;980
28993;-985;498;1470;983
29003;-947;491;1455;999
29013;-953;506;1448;1001
29023;-984;499;1455;970
29033;-958;500;1464;1006
29043;-948;495;1479;1026
29053;-952;506;1447;1001
29063;-951;498;1485;1032
29073;-986;498;1460;972
29083;-948;499;1454;1005
29093;-950;505;1447;1002
29103;-983;499;1450;966
29113;-949;500;1457;1008
29123;-984;497;1450;963
29133;-948;506;1444;1002
29143;-944;499;1448;1003
29153;-956;501;1447;992
29163;-999;496;1446;943
29173;-945;508;1437;1000
29183;-964;500;1446;982
29193;-944;502;1449;1007
29203;-947;497;1447;997
29213;-944;508;1437;1001
29223;-960;499;1445;984
29233;-953;499;1456;1002
29243;-951;497;1449;995
29253;-943;510;1435;1002
29263;-976;503;1439;966
29273;-948;500;1441;993
29283;-963;496;1441;974
29293;-961;507;1444;990
29303;-940;501;1449;1010
29313;-946;500;1451;1005
29323;-933;495;1439;1001
29333;-938;508;1431;1001
29343;-961;503;1447;989
29353;-936;499;1437;1000
29363;-927;492;1436;1001
29373;-993;507;1431;945
29383;-941;502;1434;995
29393;-963;500;1495;1032
29403;-932;499;1433;1000
29413;-962;508;1442;988
29423;-939;499;1434;994
29433;-934;501;1442;1009
29443;-928;498;1455;1025
29453;-932;516;1452;1036
29463;-929;498;1439;1008
29473;-935;499;1448;1012
29483;-928;498;1459;1029
29493;-991;507;1424;940
29503;-962;501;1441;980
29513;-929;500;1428;999
29523;-926;498;1429;1001
29533;-934;507;1446;1019
29543;-932;500;1433;1001
29553;-937;499;1491;1053
29563;-922;498;1425;1001
29573;-954;509;1443;998
29583;-925;498;1435;1008
29593;-920;496;1425;1001
29603;-922;498;1451;1027
29613;-921;507;1416;1002
29623;-921;496;1428;1003
29633;-925;501;1424;1000
29643;-919;495;1427;1003
29653;-924;507;1417;1000
29663;-927;502;1433;1008
29673;-924;501;1477;1054
29683;-918;496;1428;1006
29693;-923;508;1416;1001
29703;-953;500;1433;980
29713;-921;499;1444;1022
29723;-938;497;1435;994
29733;-917;504;1430;1017
29743;-919;500;1419;1000
29753;-977;499;1419;941
29763;-911;495;1418;1002
29773;-916;508;1409;1001
