Id;Default
12200;SMC_GROUPJOG2_MAX_DISTANCE_NON_POSITIVE
12201;SMC_GROUPJOG2_DYNAMIC_CS_NOT_SUPPORTED
12300;SMC_TRIGGER_TOO_MANY_TRIGGERS_PREPARED
12301;SMC_TRIGGER_UNSUPPORTED_MOVEMENT_TYPE
12302;SMC_TRIGGER_INVALID_POS_TYPE
12303;SMC_TRIGGER_RELATIVE_POSITION_OUT_OF_RANGE
12304;SMC_TRIGGER_PLANE_NORMAL_NOT_A_UNIT
12305;SMC_TRIGGER_PLANE_DISTANCE_NEGATIVE
12306;SMC_TRIGGER_PLANE_COORD_SYSTEM_INVALID
12307;SMC_TRIGGER_DISTANCE_OUT_OF_RANGE
12308;SMC_TRIGGER_PLANE_NO_INTERSECTION
12309;SMC_TRIGGER_TRACKING_TRANSITION_NOT_SUPPORTED
12310;SMC_TRIGGER_PTP_NOT_SUPPORTED
12400;SMC_CAM_BUILDER_FULL
12401;SMC_CAM_BUILDER_INVALID_MASTER_DISTANCE
12402;SMC_CAM_BUILDER_GAP_BETWEEN_SEGMENTS
12403;SMC_CAM_BUILDER_NO_IMPLICIT_LEFT_BOUNDARY_ALLOWED
12404;SMC_CAM_BUILDER_INVALID_IMPLICIT_CAM_SEGMENT_MASTER_DISTANCE
12405;SMC_CAM_BUILDER_CAM_REF_INSUFFICIENT_MEMORY
12406;SMC_CAM_BUILDER_LAST_SEGMENT_HAS_IMPLICIT_RIGHT_BOUNDARY
12407;SMC_CAM_BUILDER_INVALID_CAM_REF_INITIALIZATION
12408;SMC_CAM_BUILDER_ERROR_PENDING
12409;SMC_CAM_BUILDER_CONTINUITY_REQUIREMENT_VIOLATED
12410;SMC_CAM_BUILDER_MASTER_DISTANCE_TOO_SHORT
12411;SMC_CAM_BUILDER_IMPLICIT_CAM_SEGMENT_DISTANCE_TOO_SHORT
12412;SMC_CAM_BUILDER_CAM_REF_INVALID_ARRAY_SIZE
12415;SMC_CAM_BUILDER_MODIFIED_SINE_INVALID_LAMBDA_OR_ACC_PARAM
12416;SMC_CAM_BUILDER_MODIFIED_SINE_ACC_PARAM_RIGHT_BOUND_IMPLICIT
12417;SMC_CAM_BUILDER_INVALID_COMPILE_TYPE
13000;SMC_FIRST_INTERNAL_ERROR_CODE
13001;SMC_MOVEMENT_INTERNAL_ERROR
13002;SMC_MOVEMENT_GET_POS_INTERNAL_ERROR
13003;SMC_CPTR_INTERNAL_ERROR
13004;SMC_CP_IPO_INTERNAL_ERROR
13005;SMC_CP_ADD_NEW_MOVEMENT_INTERNAL_ERROR
13006;SMC_AXIS_GROUP_COORDINATION_INTERNAL_ERROR
13007;SMC_AXIS_GROUP_ADD_MOVEMENT_INTERNAL_ERROR
13008;SMC_AXIS_GROUP_READ_AXIS_STATES_INTERNAL_ERROR
13009;SMC_AXIS_GROUP_READ_VEL_INTERNAL_ERROR
13010;SMC_AXIS_GROUP_READ_ACC_INTERNAL_ERROR
13011;SMC_AXIS_GROUP_INVALID_STATE_INTERNAL_ERROR
13012;SMC_AXIS_GROUP_PCS_INTERNAL_ERROR
13013;SMC_AXIS_GROUP_INTERRUPT_INTERNAL_ERROR
13014;SMC_CONTINUE_DATA_READ_INTERNAL_ERROR
13015;SMC_CONTINUE_DATA_WRITE_INTERNAL_ERROR
13016;SMC_PATH_ELEM_INTERNAL_ERROR
13017;SMC_PATH_ELEM_ESTIMATE_LIMITS_INTERNAL_ERROR
13018;SMC_PATH_ELEM_ZERO_LEN_INTERNAL_ERROR
13019;SMC_PATH_ELEM_BLEND_INTERNAL_ERROR
13020;SMC_PATH_ELEM_BLEND_GEO_INTERNAL_ERROR
13021;SMC_PATH_ELEM_BLEND_ORI_INTERNAL_ERROR
13022;SMC_PATH_ELEM_BLEND_AS_INTERNAL_ERROR
13023;SMC_ELEM_FUN_CART_INTERNAL_ERROR
13024;SMC_CP_HALT_STOP_INTERNAL_ERROR
13025;SMC_TRJ_PLANNING_INIT_INTERNAL_ERROR
13026;SMC_TRJ_PLANNING_GEN_SAMPLES_INTERNAL_ERROR
13027;SMC_TRJ_PLANNING_PATH_OUT_INTERNAL_ERROR
13028;SMC_TRJ_PLANNING_EVAL_AXIS_INTERNAL_ERROR
13029;SMC_TRJ_PLANNING_LOOKAHEAD_INTERNAL_ERROR
13030;SMC_AXIS_GROUP_READ_JERK_INTERNAL_ERROR
13031;SMC_AXIS_GROUP_WRITE_CONTINUE_POS_INTERNAL_ERROR
13032;SMC_CP_TRANSITION_CHECK_FAILED
13033;SMC_ABORTING_INTERNAL_ERROR
13034;SMC_LINE_TO_REL_STANDSTILL_INTERNAL_ERROR
13035;SMC_PATH_ELEM_POSE_EVAL_INTERNAL_ERROR
13036;SMC_CS_REF_COUNT_INTERNAL_ERROR
13037;SMC_PATH_QUEUE_INTERNAL_ERROR
13038;SMC_PATH_ELEM_QUEUE_INTERNAL_ERROR
13039;SMC_ELEM_FUN_QUEUE_INTERNAL_ERROR
13040;SMC_MAC_DUPLICATE_CALLER_INTERNAL_ERROR
13041;SMC_MAC_INTERNAL_ERROR
13042;SMC_READ_POSITION_INTERNAL_ERROR
13043;SMC_ELEM_FUN_PROJECT_POINT_INTERNAL_ERROR
13044;SMC_CAM_EVAL_INTERNAL_ERROR
13045;SMC_CAM_BUILDER_INTERNAL_ERROR_INVALID_CAM_SEGMENT_TYPE
13046;SMC_CAM_BUILDER_INTERNAL_ERROR_INVALID_DESCRIPTION_TYPE
13047;SMC_CAM_BUILDER_INTERNAL_ERROR_IMPLICIT_BOUNDARY_CANNOT_BE_EVALUATED
13048;SMC_CAM_BUILDER_INTERNAL_ERROR_OUT_OF_BOUNDS
13070;SMC_AXIS_MOVEMENTS_INTERNAL_ERROR
13999;SMC_LAST_INTERNAL_ERROR_CODE
;
